sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
156,ISIC2018,SAM ViT-B,test,ISIC_0014076,ISIC_0014076,image,0.8292200776562435,0,0,0,0.892,0.10009765625
157,ISIC2018,SAM ViT-B,test,ISIC_0014133,ISIC_0014133,image,0.8487336741060152,0,0,0,0.936125,0.1591796875
158,ISIC2018,SAM ViT-B,test,ISIC_0014160,ISIC_0014160,image,0.8442218505161461,0,0,0,0.6435,0.0478515625
159,ISIC2018,SAM ViT-B,test,ISIC_0014470,ISIC_0014470,image,0.9428459707773762,0,0,0,0.4083333333333333,0.025390625
160,ISIC2018,SAM ViT-B,test,ISIC_0014476,ISIC_0014476,image,0.8338786273314808,0,0,0,0.902625,0.134765625
161,ISIC2018,SAM ViT-B,test,ISIC_0014526,ISIC_0014526,image,0.9308539206699896,0,0,0,0.645,0.046875
162,ISIC2018,SAM ViT-B,test,ISIC_0014610,ISIC_0014610,image,0.906077695130137,0,0,0,0.535625,0.046875
163,ISIC2018,SAM ViT-B,test,ISIC_0014903,ISIC_0014903,image,0.7973160023369076,0,1,0,0.621,0.05419921875
164,ISIC2018,SAM ViT-B,test,ISIC_0015127,ISIC_0015127,image,0.92006481620857,0,0,0,0.870625,0.0751953125
165,ISIC2018,SAM ViT-B,test,ISIC_0015216,ISIC_0015216,image,0.9381118103769162,0,0,0,0.8612500000000001,0.11669921875
166,ISIC2018,SAM ViT-B,test,ISIC_0015563,ISIC_0015563,image,0.8413377215647282,0,0,0,0.3716666666666667,0.03515625
167,ISIC2018,SAM ViT-B,test,ISIC_0015964,ISIC_0015964,image,0.7696662125821492,0,1,0,0.4091666666666667,0.04296875
168,ISIC2018,SAM ViT-B,test,ISIC_0015996,ISIC_0015996,image,0.9513933310049024,0,0,0,0.37,0.03173828125
169,ISIC2018,SAM ViT-B,test,ISIC_0016029,ISIC_0016029,image,0.8955315887742408,0,0,0,0.889375,0.07666015625
170,ISIC2018,SAM ViT-B,test,ISIC_0012650,ISIC_0012650,image,0.6551820437366609,1,1,0,0.49,0.02294921875
171,ISIC2018,SAM ViT-B,test,ISIC_0014997,ISIC_0014997,image,0.9033118310212171,0,0,0,0.4123333333333333,0.0390625
172,ISIC2018,SAM ViT-B,test,ISIC_0017385,ISIC_0017385,image,0.9581588578588288,0,0,0,0.2038333333333333,0.02392578125
173,ISIC2018,SAM ViT-B,test,ISIC_0017389,ISIC_0017389,image,0.8932912863070575,0,0,0,0.7228125000000001,0.048828125
174,ISIC2018,SAM ViT-B,test,ISIC_0017444,ISIC_0017444,image,0.8777172525065612,0,0,0,0.5991875,0.03857421875
175,ISIC2018,SAM ViT-B,test,ISIC_0017891,ISIC_0017891,image,0.8365507880250461,0,0,0,0.6460416666666666,0.060546875
176,ISIC2018,SAM ViT-B,test,ISIC_0017987,ISIC_0017987,image,0.8588941791866392,0,0,0,0.924125,0.12353515625
177,ISIC2018,SAM ViT-B,test,ISIC_0018297,ISIC_0018297,image,0.785422048229505,0,1,0,0.523625,0.03173828125
178,ISIC2018,SAM ViT-B,test,ISIC_0018424,ISIC_0018424,image,0.8477667723233598,0,0,0,0.79925,0.06005859375
179,ISIC2018,SAM ViT-B,test,ISIC_0018734,ISIC_0018734,image,0.971933529149801,0,0,0,0.52475,0.04736328125
180,ISIC2018,SAM ViT-B,test,ISIC_0019114,ISIC_0019114,image,0.9261880563752848,0,0,0,0.6266666666666667,0.0458984375
181,ISIC2018,SAM ViT-B,test,ISIC_0019528,ISIC_0019528,image,0.95100854758952,0,0,0,0.2266666666666666,0.02294921875
182,ISIC2018,SAM ViT-B,test,ISIC_0020454,ISIC_0020454,image,0.9630289036637288,0,0,0,0.276,0.02734375
183,ISIC2018,SAM ViT-B,test,ISIC_0020683,ISIC_0020683,image,0.9667754873612556,0,0,0,0.5758749999999999,0.05322265625
184,ISIC2018,SAM ViT-B,test,ISIC_0021115,ISIC_0021115,image,0.9561047122290912,0,0,0,0.535,0.05224609375
185,ISIC2018,SAM ViT-B,test,ISIC_0021225,ISIC_0021225,image,0.9295823024987642,0,0,0,0.3462499999999999,0.0302734375
186,ISIC2018,SAM ViT-B,test,ISIC_0021734,ISIC_0021734,image,0.8581117787540077,0,0,0,0.616125,0.03662109375
187,ISIC2018,SAM ViT-B,test,ISIC_0022274,ISIC_0022274,image,0.7297306989614686,0,1,0,0.5145,0.02587890625
188,ISIC2018,SAM ViT-B,test,ISIC_0022329,ISIC_0022329,image,0.9211425509946508,0,0,0,0.2303333333333333,0.0185546875
